id,customer,vehicle,kit_optional,dealership,kiosk,status,created_at,modified_at
809,56,5,1,129,273,p,2015-06-13 09:18:28.263027+00,2015-06-08 02:49:47.548474+00
810,43,3,1,136,230,a,2015-04-14 05:17:04.776277+00,2015-06-08 02:49:47.548563+00
811,5,3,1,96,191,p,2015-10-24 08:26:41.617933+00,2015-06-08 02:49:47.548647+00
812,138,4,1,121,175,a,2015-12-20 22:19:25.468553+00,2015-06-08 02:49:47.548735+00
813,68,1,3,11,152,p,2015-01-14 20:18:28.126869+00,2015-06-08 02:49:47.548822+00
814,123,1,2,28,283,c,2015-10-04 03:43:39.426356+00,2015-06-08 02:49:47.548907+00
815,94,4,2,141,158,p,2015-07-02 04:04:53.812906+00,2015-06-08 02:49:47.548996+00
816,191,7,1,63,184,a,2015-02-01 09:22:45.970976+00,2015-06-08 02:49:47.549081+00
817,118,9,3,75,110,p,2015-10-01 17:41:14.896542+00,2015-06-08 02:49:47.549169+00
818,57,7,2,140,202,p,2015-03-19 00:59:53.857775+00,2015-06-08 02:49:47.549255+00
819,59,7,1,100,92,p,2015-06-17 16:46:37.171986+00,2015-06-08 02:49:47.549342+00
820,69,7,2,128,32,a,2015-12-01 10:24:06.122887+00,2015-06-08 02:49:47.549429+00
821,182,1,1,38,160,a,2015-06-18 14:41:28.164584+00,2015-06-08 02:49:47.549515+00
822,111,8,1,137,197,p,2015-11-16 06:15:59.145468+00,2015-06-08 02:49:47.549601+00
823,8,3,1,23,214,p,2015-07-03 10:14:51.878715+00,2015-06-08 02:49:47.549690+00
824,122,2,2,22,5,c,2015-11-03 14:53:33.276830+00,2015-06-08 02:49:47.549775+00
825,50,9,2,45,66,p,2015-06-23 09:43:14.953955+00,2015-06-08 02:49:47.549861+00
826,165,11,2,134,179,p,2015-11-20 23:38:59.091053+00,2015-06-08 02:49:47.549947+00
827,36,3,2,127,145,p,2015-07-21 07:54:36.210115+00,2015-06-08 02:49:47.550034+00
828,59,1,3,27,259,c,2015-09-08 11:15:59.772295+00,2015-06-08 02:49:47.550118+00
829,184,8,2,37,274,a,2015-01-25 10:24:59.418700+00,2015-06-08 02:49:47.550206+00
830,34,10,1,44,179,p,2015-12-12 13:54:49.465679+00,2015-06-08 02:49:47.550294+00
831,64,1,3,31,10,p,2015-01-21 16:49:15.365420+00,2015-06-08 02:49:47.550379+00
832,65,11,3,17,172,p,2015-10-04 22:31:44.936603+00,2015-06-08 02:49:47.550467+00
833,85,6,2,64,137,p,2015-01-04 21:32:15.354057+00,2015-06-08 02:49:47.550552+00
834,94,6,1,23,68,a,2015-07-25 14:31:35.690335+00,2015-06-08 02:49:47.550640+00
835,24,6,1,113,284,c,2015-03-20 11:01:12.990922+00,2015-06-08 02:49:47.550725+00
836,177,2,2,122,103,p,2015-09-19 05:11:51.919795+00,2015-06-08 02:49:47.550816+00
837,7,7,1,63,41,p,2015-08-15 20:51:22.976552+00,2015-06-08 02:49:47.550902+00
838,41,10,2,12,185,c,2015-10-23 02:10:42.384997+00,2015-06-08 02:49:47.550992+00
839,178,7,2,129,148,p,2015-01-26 02:54:15.870735+00,2015-06-08 02:49:47.551082+00
840,83,2,3,24,151,c,2015-10-15 03:52:09.457778+00,2015-06-08 02:49:47.551168+00
841,173,10,1,143,279,p,2015-01-12 11:53:03.179570+00,2015-06-08 02:49:47.553178+00
842,61,4,2,41,200,c,2015-04-18 04:25:48.208551+00,2015-06-08 02:49:47.553274+00
843,20,8,1,122,281,c,2015-04-01 22:11:38.205946+00,2015-06-08 02:49:47.553358+00
844,148,8,1,3,74,a,2015-03-11 21:42:59.446759+00,2015-06-08 02:49:47.553439+00
845,184,7,3,130,272,p,2015-07-22 21:28:34.586549+00,2015-06-08 02:49:47.553520+00
846,178,8,1,5,146,p,2015-10-05 11:30:34.067554+00,2015-06-08 02:49:47.553605+00
847,145,11,1,118,112,p,2015-11-04 12:57:35.063233+00,2015-06-08 02:49:47.553692+00
848,167,11,1,130,35,c,2015-08-27 12:20:02.529819+00,2015-06-08 02:49:47.553778+00
849,182,5,3,130,101,a,2015-04-21 06:46:15.523597+00,2015-06-08 02:49:47.553865+00
850,165,7,1,39,78,p,2015-02-09 16:21:16.688350+00,2015-06-08 02:49:47.553947+00
851,94,10,2,25,136,c,2015-08-14 16:22:33.707678+00,2015-06-08 02:49:47.554033+00
852,94,1,3,62,66,c,2015-11-24 16:40:59.445408+00,2015-06-08 02:49:47.554121+00
853,154,11,1,6,204,a,2015-01-17 10:26:16.524966+00,2015-06-08 02:49:47.554207+00
854,44,2,1,103,203,p,2015-07-12 08:05:22.339912+00,2015-06-08 02:49:47.554300+00
855,20,11,1,78,274,a,2015-01-04 19:48:35.703527+00,2015-06-08 02:49:47.554387+00
856,186,10,1,8,98,c,2015-03-10 10:44:14.204853+00,2015-06-08 02:49:47.554474+00
857,199,7,3,43,43,c,2015-01-13 18:14:25.350280+00,2015-06-08 02:49:47.554560+00
858,35,10,3,22,213,a,2015-07-18 21:09:49.338418+00,2015-06-08 02:49:47.554642+00
859,150,7,2,49,273,a,2015-01-11 18:34:25.364954+00,2015-06-08 02:49:47.554729+00
860,110,6,1,3,263,c,2015-04-27 06:58:18.773258+00,2015-06-08 02:49:47.554818+00
861,178,3,2,3,232,p,2015-11-07 21:42:55.423484+00,2015-06-08 02:49:47.554905+00
862,81,4,3,85,102,c,2015-01-26 22:10:01.691701+00,2015-06-08 02:49:47.554995+00
863,199,9,2,110,36,c,2015-10-19 03:36:03.509304+00,2015-06-08 02:49:47.555084+00
864,75,5,2,132,241,p,2015-01-23 12:16:01.577437+00,2015-06-08 02:49:47.555172+00
865,39,7,3,110,196,p,2015-01-26 13:42:03.956772+00,2015-06-08 02:49:47.555256+00
866,199,9,2,30,204,a,2015-12-08 03:45:05.222246+00,2015-06-08 02:49:47.555347+00
867,103,3,3,95,121,c,2015-12-11 13:29:02.934720+00,2015-06-08 02:49:47.555433+00
868,158,4,2,115,232,a,2015-05-03 07:19:01.064909+00,2015-06-08 02:49:47.555519+00
869,8,10,2,83,170,p,2015-01-15 00:27:06.520884+00,2015-06-08 02:49:47.555607+00
870,56,5,1,79,109,c,2015-04-09 02:35:09.808010+00,2015-06-08 02:49:47.555693+00
871,154,6,1,7,82,a,2015-12-01 21:36:07.512252+00,2015-06-08 02:49:47.555778+00
872,87,10,1,108,211,a,2015-10-13 15:54:05.900809+00,2015-06-08 02:49:47.555865+00
873,157,3,3,16,19,a,2015-02-18 04:17:57.299855+00,2015-06-08 02:49:47.555953+00
874,11,7,1,14,121,p,2015-05-17 06:42:35.578702+00,2015-06-08 02:49:47.556045+00
875,131,4,1,145,279,p,2015-07-06 11:06:29.858882+00,2015-06-08 02:49:47.556134+00
876,70,1,3,115,192,a,2015-09-01 05:54:08.203590+00,2015-06-08 02:49:47.556231+00
877,85,3,1,112,136,c,2015-08-13 12:45:12.911279+00,2015-06-08 02:49:47.556322+00
878,10,9,3,101,33,p,2015-11-10 03:37:50.770625+00,2015-06-08 02:49:47.556423+00
879,81,10,1,16,19,c,2015-11-05 21:52:51.691280+00,2015-06-08 02:49:47.556514+00
880,83,4,3,85,56,p,2015-05-18 16:19:29.018168+00,2015-06-08 02:49:47.556602+00
881,95,11,3,51,93,p,2015-11-14 19:04:27.603415+00,2015-06-08 02:49:47.556693+00
882,153,6,1,54,6,a,2015-05-25 03:56:36.424517+00,2015-06-08 02:49:47.556782+00
883,113,3,3,107,223,c,2015-07-18 19:57:26.809283+00,2015-06-08 02:49:47.556867+00
884,98,2,2,137,153,c,2015-06-06 23:29:38.337814+00,2015-06-08 02:49:47.556955+00
885,131,5,2,66,246,p,2015-11-01 23:27:54.142260+00,2015-06-08 02:49:47.557039+00
886,134,11,2,91,107,c,2015-08-15 19:36:21.323605+00,2015-06-08 02:49:47.557126+00
887,49,4,2,138,257,p,2015-09-10 00:28:21.678695+00,2015-06-08 02:49:47.557217+00
888,186,5,2,125,163,p,2015-07-09 15:47:28.252956+00,2015-06-08 02:49:47.557307+00
889,58,1,2,60,78,a,2015-03-15 21:56:38.938823+00,2015-06-08 02:49:47.557397+00
890,132,6,3,71,103,a,2015-12-15 07:37:11.058076+00,2015-06-08 02:49:47.557481+00
891,39,8,3,35,102,p,2015-09-08 08:04:19.935503+00,2015-06-08 02:49:47.557573+00
892,171,9,2,130,17,a,2015-04-10 23:48:38.390553+00,2015-06-08 02:49:47.557657+00
893,77,10,1,40,115,p,2015-01-17 04:48:15.119754+00,2015-06-08 02:49:47.557746+00
894,145,10,3,21,188,a,2015-01-01 11:40:17.815807+00,2015-06-08 02:49:47.557833+00
895,153,11,2,101,17,c,2015-03-10 10:49:33.193076+00,2015-06-08 02:49:47.557916+00
896,78,5,1,37,86,a,2015-01-10 21:17:57.130476+00,2015-06-08 02:49:47.558005+00
897,104,6,1,109,200,a,2015-03-25 12:20:16.649149+00,2015-06-08 02:49:47.558092+00
898,24,5,2,62,26,a,2015-03-14 02:14:50.777854+00,2015-06-08 02:49:47.558181+00
899,182,7,1,18,73,a,2015-12-06 11:59:57.791618+00,2015-06-08 02:49:47.558272+00
900,133,1,2,95,287,c,2015-09-17 21:44:12.597284+00,2015-06-08 02:49:47.558360+00
901,57,11,1,109,35,c,2015-11-20 21:35:48.913250+00,2015-06-08 02:49:47.558451+00
902,150,2,1,23,83,a,2015-04-27 22:17:52.717359+00,2015-06-08 02:49:47.558538+00
903,172,6,2,50,52,a,2015-06-18 02:38:59.103652+00,2015-06-08 02:49:47.558630+00
904,130,9,3,60,178,p,2015-06-11 18:15:07.510853+00,2015-06-08 02:49:47.558714+00
905,3,10,3,100,166,c,2015-06-05 23:37:04.485756+00,2015-06-08 02:49:47.558803+00
906,141,3,1,26,84,a,2015-07-23 12:26:14.937990+00,2015-06-08 02:49:47.558892+00
907,179,1,3,134,98,c,2015-07-04 15:49:43.028862+00,2015-06-08 02:49:47.558978+00
908,20,7,2,3,121,c,2015-07-03 07:41:24.143319+00,2015-06-08 02:49:47.559059+00
909,19,6,3,131,39,a,2015-01-22 22:54:56.979480+00,2015-06-08 02:49:47.559150+00
910,173,2,1,10,32,p,2015-02-21 01:23:44.800022+00,2015-06-08 02:49:47.559237+00
911,200,5,2,116,20,a,2015-04-05 15:13:57.002099+00,2015-06-08 02:49:47.559323+00
912,23,2,3,112,128,a,2015-06-21 19:02:12.459604+00,2015-06-08 02:49:47.559409+00
913,192,10,2,43,115,c,2015-06-18 18:56:25.868458+00,2015-06-08 02:49:47.559493+00
914,84,7,1,76,2,c,2015-11-10 13:20:44.583161+00,2015-06-08 02:49:47.559578+00
915,191,2,2,133,228,a,2015-09-15 17:07:04.816519+00,2015-06-08 02:49:47.559669+00
916,106,3,2,39,37,c,2015-05-27 02:03:18.099927+00,2015-06-08 02:49:47.559754+00
917,166,1,1,121,284,p,2015-03-13 03:53:16.113786+00,2015-06-08 02:49:47.559844+00
918,125,5,3,127,85,c,2015-08-03 08:48:41.630560+00,2015-06-08 02:49:47.559929+00
919,106,2,3,28,83,c,2015-03-05 02:43:21.794854+00,2015-06-08 02:49:47.560015+00
920,54,1,2,14,59,a,2015-12-09 12:31:20.407994+00,2015-06-08 02:49:47.560102+00
921,104,10,1,89,224,p,2015-12-09 14:20:20.372428+00,2015-06-08 02:49:47.560184+00
922,173,4,1,11,67,p,2015-03-11 03:03:55.495500+00,2015-06-08 02:49:47.560266+00
923,195,6,1,126,252,p,2015-11-14 14:33:30.937966+00,2015-06-08 02:49:47.560351+00
924,78,3,2,124,99,p,2015-11-19 13:01:51.397928+00,2015-06-08 02:49:47.560466+00
925,92,6,3,78,190,c,2015-03-15 07:19:18.145078+00,2015-06-08 02:49:47.560555+00
926,125,7,3,18,57,p,2015-06-26 22:55:38.340089+00,2015-06-08 02:49:47.560640+00
927,25,10,1,42,214,c,2015-06-27 09:32:32.003577+00,2015-06-08 02:49:47.560730+00
928,90,2,2,56,120,p,2015-04-12 07:25:08.220366+00,2015-06-08 02:49:47.560814+00
929,38,4,3,127,14,p,2015-03-01 19:03:12.209690+00,2015-06-08 02:49:47.560902+00
930,49,7,2,41,140,a,2015-02-01 17:18:42.983656+00,2015-06-08 02:49:47.560988+00
931,74,2,1,109,17,c,2015-11-01 22:51:14.318966+00,2015-06-08 02:49:47.561078+00
932,102,11,2,94,100,a,2015-01-06 12:23:04.716037+00,2015-06-08 02:49:47.561161+00
933,55,10,1,50,120,p,2015-12-13 22:45:44.033213+00,2015-06-08 02:49:47.561249+00
934,157,9,1,49,3,p,2015-06-15 06:40:16.590852+00,2015-06-08 02:49:47.561335+00
935,153,3,3,74,199,p,2015-06-14 11:06:49.904294+00,2015-06-08 02:49:47.561416+00
936,184,6,3,139,182,c,2015-05-16 00:08:19.414556+00,2015-06-08 02:49:47.561500+00
937,185,6,3,58,3,p,2015-10-06 13:54:50.879450+00,2015-06-08 02:49:47.561585+00
938,170,2,1,56,30,p,2015-12-08 22:42:55.555223+00,2015-06-08 02:49:47.561674+00
939,32,10,3,42,84,a,2015-03-15 14:37:00.103262+00,2015-06-08 02:49:47.561758+00
940,158,3,1,115,58,c,2015-06-27 19:24:00.059130+00,2015-06-08 02:49:47.561843+00
941,101,11,2,53,4,c,2015-12-06 16:53:09.112198+00,2015-06-08 02:49:47.561930+00
942,154,11,1,110,137,p,2015-01-20 05:38:37.877227+00,2015-06-08 02:49:47.562016+00
943,78,6,1,11,277,a,2015-04-27 14:11:11.233496+00,2015-06-08 02:49:47.562099+00
944,105,9,2,40,218,a,2015-02-22 20:32:19.982651+00,2015-06-08 02:49:47.562190+00
945,22,5,1,141,180,p,2015-09-17 23:58:16.820302+00,2015-06-08 02:49:47.562280+00
946,72,11,1,68,240,p,2015-01-21 17:59:18.112182+00,2015-06-08 02:49:47.562370+00
947,85,1,3,21,22,a,2015-12-27 21:43:35.843247+00,2015-06-08 02:49:47.562456+00
948,139,4,2,30,27,c,2015-08-20 14:25:55.306700+00,2015-06-08 02:49:47.562537+00
949,187,6,3,59,194,p,2015-10-27 22:11:26.994791+00,2015-06-08 02:49:47.562619+00
950,131,9,1,68,119,a,2015-07-05 22:27:30.464141+00,2015-06-08 02:49:47.562702+00
951,187,3,1,16,128,a,2015-07-02 09:15:53.660577+00,2015-06-08 02:49:47.562786+00
952,6,3,1,136,65,c,2015-07-22 20:13:55.300866+00,2015-06-08 02:49:47.562868+00
953,177,4,3,70,254,c,2015-09-11 15:59:38.420480+00,2015-06-08 02:49:47.562953+00
954,116,1,2,28,101,p,2015-09-13 09:00:18.988424+00,2015-06-08 02:49:47.563043+00
955,193,10,2,73,232,a,2015-05-08 11:47:08.463861+00,2015-06-08 02:49:47.563129+00
956,67,2,2,97,85,p,2015-03-10 15:07:41.444990+00,2015-06-08 02:49:47.563218+00
957,12,1,1,57,257,a,2015-02-12 05:04:23.548354+00,2015-06-08 02:49:47.563306+00
958,140,3,2,130,95,a,2015-04-27 19:06:05.364690+00,2015-06-08 02:49:47.563397+00
959,13,10,3,31,116,p,2015-06-15 13:01:30.519358+00,2015-06-08 02:49:47.563483+00
960,45,5,2,57,155,c,2015-09-27 08:06:57.788217+00,2015-06-08 02:49:47.563570+00
961,109,10,1,142,37,p,2015-11-02 07:04:44.932197+00,2015-06-08 02:49:47.563657+00
962,53,4,2,139,95,a,2015-08-27 21:47:32.859985+00,2015-06-08 02:49:47.563743+00
963,106,6,1,49,285,a,2015-08-03 19:10:16.046669+00,2015-06-08 02:49:47.563830+00
964,172,2,3,99,38,c,2015-12-13 08:42:37.881321+00,2015-06-08 02:49:47.563913+00
965,82,2,2,79,77,p,2015-12-01 15:26:48.872190+00,2015-06-08 02:49:47.563998+00
966,52,7,1,13,45,c,2015-04-23 17:22:14.307461+00,2015-06-08 02:49:47.564079+00
967,124,4,1,45,278,p,2015-03-27 22:28:49.725781+00,2015-06-08 02:49:47.564163+00
968,54,4,3,42,79,a,2015-06-06 10:22:09.346197+00,2015-06-08 02:49:47.564246+00
969,165,11,2,43,46,p,2015-08-17 09:45:24.768439+00,2015-06-08 02:49:47.564329+00
970,86,4,3,86,87,c,2015-05-11 20:13:03.839781+00,2015-06-08 02:49:47.564431+00
971,189,3,3,26,287,a,2015-12-13 21:48:52.045739+00,2015-06-08 02:49:47.564521+00
972,78,6,3,58,170,c,2015-11-08 18:18:18.853104+00,2015-06-08 02:49:47.564604+00
973,37,2,1,68,50,c,2015-12-28 07:26:45.758656+00,2015-06-08 02:49:47.564688+00
974,188,8,2,41,68,p,2015-12-23 10:34:41.729267+00,2015-06-08 02:49:47.564773+00
975,30,1,3,107,219,p,2015-03-14 13:20:53.251568+00,2015-06-08 02:49:47.564858+00
976,24,2,3,100,6,c,2015-10-21 06:58:40.148694+00,2015-06-08 02:49:47.564944+00
977,169,9,2,135,187,p,2015-08-06 06:28:32.926440+00,2015-06-08 02:49:47.565027+00
978,126,1,1,120,253,p,2015-09-27 12:11:14.233487+00,2015-06-08 02:49:47.565119+00
979,124,3,3,39,9,a,2015-04-15 01:10:01.205666+00,2015-06-08 02:49:47.565204+00
980,46,10,1,46,80,p,2015-04-12 05:40:13.209657+00,2015-06-08 02:49:47.565284+00
981,13,5,1,98,95,c,2015-07-02 19:23:28.612887+00,2015-06-08 02:49:47.565358+00
982,120,9,3,45,264,p,2015-04-24 02:27:39.420791+00,2015-06-08 02:49:47.565439+00
983,168,5,1,3,115,p,2015-08-21 08:30:32.489514+00,2015-06-08 02:49:47.565519+00
984,39,5,2,78,251,c,2015-01-19 21:09:20.575793+00,2015-06-08 02:49:47.565597+00
985,125,3,2,139,200,c,2015-07-20 00:07:41.037834+00,2015-06-08 02:49:47.565675+00
986,168,10,3,60,205,a,2015-08-26 14:45:56.813116+00,2015-06-08 02:49:47.565749+00
987,23,2,3,99,13,c,2015-05-17 07:11:39.552447+00,2015-06-08 02:49:47.565826+00
988,27,5,2,84,284,p,2015-03-14 20:19:15.216335+00,2015-06-08 02:49:47.565902+00
989,2,9,3,44,192,c,2015-07-10 12:57:23.030303+00,2015-06-08 02:49:47.565981+00
990,95,11,1,108,25,a,2015-02-27 16:35:42.477932+00,2015-06-08 02:49:47.566058+00
991,110,9,3,78,156,c,2015-11-17 09:08:06.020399+00,2015-06-08 02:49:47.566135+00
992,101,1,2,130,17,c,2015-11-27 03:29:43.811738+00,2015-06-08 02:49:47.566215+00
993,103,10,1,134,95,c,2015-05-10 04:56:11.751825+00,2015-06-08 02:49:47.566295+00
994,27,2,3,98,57,a,2015-12-17 19:42:31.231197+00,2015-06-08 02:49:47.566378+00
995,26,5,3,145,37,a,2015-01-04 22:43:10.709782+00,2015-06-08 02:49:47.566469+00
996,140,5,1,133,256,c,2015-02-14 15:50:56.828536+00,2015-06-08 02:49:47.566557+00
997,27,6,3,45,268,a,2015-01-11 17:44:00.315313+00,2015-06-08 02:49:47.566644+00
998,66,7,3,57,56,p,2015-01-19 13:18:43.405461+00,2015-06-08 02:49:47.566730+00
999,133,2,2,69,190,c,2015-08-26 21:53:20.139831+00,2015-06-08 02:49:47.566818+00
1000,22,6,1,116,25,c,2015-10-16 19:56:56.754349+00,2015-06-08 02:49:47.566900+00
1001,174,2,1,34,40,a,2015-04-03 16:01:57.812487+00,2015-06-08 02:49:47.566977+00
1002,170,2,2,38,283,c,2015-01-09 21:24:30.604002+00,2015-06-08 02:49:47.567053+00
1003,56,6,1,36,205,a,2015-06-28 13:16:43.986984+00,2015-06-08 02:49:47.567130+00
1004,198,4,1,56,165,a,2015-05-23 00:08:56.318936+00,2015-06-08 02:49:47.567207+00
1005,154,11,1,66,6,a,2015-05-01 08:12:18.057428+00,2015-06-08 02:49:47.567288+00
1006,84,7,2,37,83,a,2015-02-21 16:08:43.894877+00,2015-06-08 02:49:47.567367+00
1007,124,1,1,1,100,c,2015-08-04 01:09:12.026090+00,2015-06-08 02:49:47.567441+00
1008,184,4,1,111,14,p,2015-09-28 21:08:37.265650+00,2015-06-08 02:49:47.567518+00
1009,183,10,2,132,37,c,2015-11-08 20:54:02.144343+00,2015-06-08 02:49:47.567590+00
1010,191,10,3,8,85,c,2015-02-28 21:40:57.246048+00,2015-06-08 02:49:47.567669+00
1011,47,8,1,129,131,p,2015-10-16 07:10:28.681444+00,2015-06-08 02:49:47.567746+00
1012,155,5,2,34,186,c,2015-03-23 10:01:46.417677+00,2015-06-08 02:49:47.567824+00
1013,66,6,1,73,96,a,2015-01-20 04:17:37.514759+00,2015-06-08 02:49:47.567902+00
1014,31,3,3,8,197,p,2015-11-22 07:45:50.818978+00,2015-06-08 02:49:47.567985+00
1015,147,4,1,72,94,a,2015-10-10 03:00:51.046275+00,2015-06-08 02:49:47.568073+00
1016,39,8,2,119,205,a,2015-04-20 21:37:38.835767+00,2015-06-08 02:49:47.568153+00
1017,100,5,1,119,238,p,2015-03-20 23:48:44.201928+00,2015-06-08 02:49:47.568237+00
1018,34,3,1,41,82,c,2015-09-06 09:57:52.250107+00,2015-06-08 02:49:47.568321+00
1019,69,11,1,132,67,a,2015-03-02 03:03:27.833324+00,2015-06-08 02:49:47.568404+00
1020,26,11,1,43,49,a,2015-10-18 02:38:16.133536+00,2015-06-08 02:49:47.568502+00
1021,76,6,3,89,213,p,2015-01-13 07:47:16.929759+00,2015-06-08 02:49:47.568580+00
1022,8,10,2,106,7,c,2015-07-17 18:20:17.548367+00,2015-06-08 02:49:47.568659+00
1023,24,9,2,115,180,p,2015-05-07 12:03:31.689643+00,2015-06-08 02:49:47.568741+00
1024,196,11,3,16,102,a,2015-10-23 10:16:53.089039+00,2015-06-08 02:49:47.568818+00
1025,156,11,3,84,164,c,2015-03-12 07:30:37.545410+00,2015-06-08 02:49:47.568905+00
1026,53,7,1,146,39,c,2015-01-11 23:49:41.999796+00,2015-06-08 02:49:47.568987+00
1027,186,1,2,23,94,a,2015-10-17 23:22:12.457634+00,2015-06-08 02:49:47.569064+00
1028,76,3,1,76,266,p,2015-07-22 08:25:00.046787+00,2015-06-08 02:49:47.569147+00
1029,78,5,2,108,103,c,2015-04-07 09:45:37.175862+00,2015-06-08 02:49:47.569231+00
1030,2,4,1,85,150,c,2015-02-28 13:46:29.982302+00,2015-06-08 02:49:47.569320+00
1031,101,4,3,31,280,a,2015-12-27 03:54:42.308415+00,2015-06-08 02:49:47.569402+00
1032,73,8,1,125,208,c,2015-03-01 03:22:03.375788+00,2015-06-08 02:49:47.569489+00
1033,126,8,1,72,25,p,2015-11-03 16:23:58.338218+00,2015-06-08 02:49:47.569570+00
1034,103,6,1,64,148,a,2015-12-05 03:37:46.678904+00,2015-06-08 02:49:47.569652+00
1035,177,10,3,44,32,a,2015-04-20 00:41:40.512562+00,2015-06-08 02:49:47.569735+00
1036,14,4,1,113,21,a,2015-11-14 08:55:17.439715+00,2015-06-08 02:49:47.569820+00
1037,83,2,1,47,87,c,2015-06-06 18:13:17.492284+00,2015-06-08 02:49:47.569905+00
1038,49,5,3,82,25,a,2015-11-12 20:08:53.586470+00,2015-06-08 02:49:47.569989+00
1039,197,6,1,133,276,c,2015-05-08 22:06:18.564743+00,2015-06-08 02:49:47.570079+00
1040,77,1,3,75,130,p,2015-01-21 08:59:21.841855+00,2015-06-08 02:49:47.570163+00
1041,107,10,2,14,190,c,2015-10-15 01:11:51.028984+00,2015-06-08 02:49:47.570246+00
1042,36,9,3,100,13,c,2015-05-17 07:03:26.128189+00,2015-06-08 02:49:47.570331+00
1043,88,1,3,117,197,p,2015-08-22 18:26:01.739757+00,2015-06-08 02:49:47.570415+00
1044,180,3,3,73,265,a,2015-03-11 05:30:27.396966+00,2015-06-08 02:49:47.570501+00
1045,112,9,1,22,275,p,2015-09-10 06:20:10.864334+00,2015-06-08 02:49:47.570587+00
1046,194,1,1,60,219,c,2015-07-20 17:01:57.681297+00,2015-06-08 02:49:47.570677+00
1047,19,11,2,86,166,a,2015-08-10 13:47:45.600564+00,2015-06-08 02:49:47.570760+00
1048,19,8,1,61,44,c,2015-05-12 17:35:33.526686+00,2015-06-08 02:49:47.570846+00
1049,200,11,3,96,40,p,2015-09-01 09:08:23.049821+00,2015-06-08 02:49:47.570934+00
1050,183,6,1,96,258,a,2015-11-08 14:00:16.816134+00,2015-06-08 02:49:47.571022+00
1051,75,1,3,109,275,p,2015-08-10 05:00:41.721432+00,2015-06-08 02:49:47.571107+00
1052,134,6,1,3,108,p,2015-01-20 12:17:40.174505+00,2015-06-08 02:49:47.571192+00
1053,171,2,3,122,253,c,2015-05-23 18:01:59.605396+00,2015-06-08 02:49:47.571282+00
1054,25,3,3,102,141,p,2015-08-11 00:24:24.402525+00,2015-06-08 02:49:47.571368+00
1055,117,6,2,141,215,c,2015-01-19 11:26:06.720270+00,2015-06-08 02:49:47.571453+00
1056,83,5,1,48,139,c,2015-12-18 15:36:39.450561+00,2015-06-08 02:49:47.571543+00
1057,183,11,1,117,117,p,2015-07-04 16:02:14.377010+00,2015-06-08 02:49:47.571629+00
1058,138,8,2,56,57,a,2015-10-21 16:27:00.997173+00,2015-06-08 02:49:47.571713+00
1059,194,2,3,5,274,a,2015-10-08 10:10:10.770199+00,2015-06-08 02:49:47.571801+00
1060,107,7,3,88,229,a,2015-02-06 18:14:29.185290+00,2015-06-08 02:49:47.571889+00
1061,190,5,1,90,194,c,2015-01-15 13:19:35.993295+00,2015-06-08 02:49:47.571971+00
1062,27,11,1,51,35,p,2015-02-14 01:36:00.553833+00,2015-06-08 02:49:47.572055+00
1063,10,6,2,117,10,p,2015-06-13 00:35:10.092091+00,2015-06-08 02:49:47.572137+00
1064,92,5,1,126,157,p,2015-12-21 15:32:19.713104+00,2015-06-08 02:49:47.572220+00
1065,183,5,2,136,250,p,2015-01-28 09:12:50.277408+00,2015-06-08 02:49:47.572302+00
1066,114,1,2,92,286,c,2015-03-08 00:29:24.172933+00,2015-06-08 02:49:47.572388+00
1067,124,11,3,132,207,p,2015-03-18 13:42:18.499082+00,2015-06-08 02:49:47.572544+00
1068,165,5,1,95,123,c,2015-07-08 08:10:51.114738+00,2015-06-08 02:49:47.572632+00
1069,97,2,2,120,80,a,2015-12-20 11:04:01.089787+00,2015-06-08 02:49:47.572714+00
1070,127,8,2,116,63,p,2015-09-22 07:50:13.245835+00,2015-06-08 02:49:47.572798+00
1071,51,8,1,93,80,a,2015-10-11 10:09:41.884722+00,2015-06-08 02:49:47.572882+00
1072,37,5,1,121,22,a,2015-12-04 16:46:34.900317+00,2015-06-08 02:49:47.572970+00
1073,2,7,3,71,75,c,2015-01-12 10:44:16.784827+00,2015-06-08 02:49:47.573053+00
1074,88,3,2,73,285,c,2015-10-12 07:41:50.507123+00,2015-06-08 02:49:47.573141+00
1075,17,4,2,127,134,p,2015-02-22 02:56:47.576898+00,2015-06-08 02:49:47.573232+00
1076,164,6,3,31,78,p,2015-08-16 05:11:43.312931+00,2015-06-08 02:49:47.573319+00
1077,179,4,3,30,64,a,2015-01-15 18:23:40.489584+00,2015-06-08 02:49:47.573403+00
1078,122,6,2,39,128,p,2015-10-01 20:43:24.924984+00,2015-06-08 02:49:47.573486+00
1079,192,3,2,142,115,c,2015-04-04 09:36:49.528175+00,2015-06-08 02:49:47.573572+00
1080,48,5,1,111,177,c,2015-04-08 06:40:59.536367+00,2015-06-08 02:49:47.573656+00
1081,87,11,3,82,196,c,2015-09-12 11:20:31.827804+00,2015-06-08 02:49:47.573740+00
1082,42,5,2,17,240,p,2015-08-27 05:30:16.267017+00,2015-06-08 02:49:47.573830+00
1083,162,10,3,134,51,c,2015-09-18 12:28:52.427928+00,2015-06-08 02:49:47.573919+00
1084,143,9,1,3,80,c,2015-02-15 06:05:52.042124+00,2015-06-08 02:49:47.574007+00
1085,50,4,2,9,227,c,2015-09-03 22:23:09.368828+00,2015-06-08 02:49:47.574094+00
