id,ordered_id,dealership_id
3759,1253,114
3760,1254,3
3761,1254,37
3762,1254,108
3763,1255,52
3764,1255,5
3765,1255,95
3766,1256,29
3767,1256,133
3768,1256,93
3769,1257,56
3770,1257,9
3771,1257,119
3772,1258,95
3773,1258,17
3774,1258,72
3775,1259,134
3776,1259,94
3777,1259,136
3778,1260,19
3779,1260,121
3780,1260,94
3781,1261,25
3782,1261,82
3783,1261,73
3784,1262,43
3785,1262,51
3786,1262,68
3787,1263,89
3788,1263,141
3789,1263,144
3790,1264,37
3791,1264,51
3792,1264,127
3793,1265,8
3794,1265,124
3795,1265,83
3796,1266,59
3797,1266,134
3798,1266,15
3799,1267,90
3800,1267,89
3801,1267,69
3802,1268,5
3803,1268,127
3804,1268,17
3805,1269,19
3806,1269,75
3807,1269,77
3808,1270,94
3809,1270,34
3810,1270,24
3811,1271,124
3812,1271,1
3813,1271,46
3814,1272,101
3815,1272,41
3816,1272,28
3817,1273,65
3818,1273,91
3819,1273,141
3820,1274,9
3821,1274,109
3822,1274,66
3823,1275,80
3824,1275,13
3825,1275,110
3826,1276,61
3827,1276,13
3828,1276,23
3829,1277,100
3830,1277,126
3831,1277,94
3832,1278,114
3833,1278,142
3834,1278,120
3835,1279,101
3836,1279,135
3837,1279,25
3838,1280,87
3839,1280,42
3840,1280,142
3841,1281,60
3842,1281,38
3843,1281,146
3844,1282,95
3845,1282,16
3846,1282,60
3847,1283,97
3848,1283,111
3849,1283,61
3850,1284,143
3851,1284,17
3852,1284,33
3853,1285,27
3854,1285,21
3855,1285,50
3856,1286,121
3857,1286,85
3858,1286,64
3859,1287,76
3860,1287,40
3861,1287,51
3862,1288,32
3863,1288,62
3864,1288,102
3865,1289,59
3866,1289,86
3867,1289,48
3868,1290,101
3869,1290,1
3870,1290,20
3871,1291,83
3872,1291,106
3873,1291,77
3874,1292,66
3875,1292,76
3876,1292,77
3877,1293,29
3878,1293,117
3879,1293,125
3880,1294,51
3881,1294,90
3882,1294,136
3883,1295,68
3884,1295,86
3885,1295,118
3886,1296,122
3887,1296,33
3888,1296,96
3889,1297,36
3890,1297,108
3891,1297,139
3892,1298,29
3893,1298,66
3894,1298,66
3895,1299,65
3896,1299,102
3897,1299,80
3898,1300,77
3899,1300,11
3900,1300,107
3901,1301,88
3902,1301,61
3903,1301,89
3904,1302,140
3905,1302,36
3906,1302,122
3907,1303,35
3908,1303,79
3909,1303,100
3910,1304,48
3911,1304,111
3912,1304,80
3913,1305,85
3914,1305,88
3915,1305,85
3916,1306,124
3917,1306,6
3918,1306,94
3919,1307,17
3920,1307,40
3921,1307,130
3922,1308,98
3923,1308,126
3924,1308,129
3925,1309,135
3926,1309,18
3927,1309,33
3928,1310,56
3929,1310,117
3930,1310,18
3931,1311,113
3932,1311,80
3933,1311,143
3934,1312,74
3935,1312,126
3936,1312,10
3937,1313,103
3938,1313,46
3939,1313,107
3940,1314,84
3941,1314,127
3942,1314,53
3943,1315,94
3944,1315,117
3945,1315,85
3946,1316,79
3947,1316,66
3948,1316,98
3949,1317,102
3950,1317,29
3951,1317,109
3952,1318,20
3953,1318,103
3954,1318,143
3955,1319,48
3956,1319,34
3957,1319,109
3958,1320,56
3959,1320,76
3960,1320,8
3961,1321,116
3962,1321,24
3963,1321,63
3964,1322,51
3965,1322,146
3966,1322,26
3967,1323,29
3968,1323,100
3969,1323,108
3970,1324,43
3971,1324,69
3972,1324,7
3973,1325,146
3974,1325,102
3975,1325,10
3976,1326,25
3977,1326,37
3978,1326,83
3979,1327,98
3980,1327,104
3981,1327,87
3982,1328,135
3983,1328,37
3984,1328,121
3985,1329,83
3986,1329,128
3987,1329,5
3988,1330,110
3989,1330,109
3990,1330,83
3991,1331,135
3992,1331,144
3993,1331,48
3994,1332,136
3995,1332,20
3996,1332,81
3997,1333,105
3998,1333,28
3999,1333,97
4000,1334,77
4001,1334,109
4002,1334,57
4003,1335,94
4004,1335,102
4005,1335,138
4006,1336,80
4007,1336,72
4008,1336,47
4009,1337,94
4010,1337,86
4011,1337,50
4012,1338,74
4013,1338,13
4014,1338,133
4015,1339,116
4016,1339,135
4017,1339,85
4018,1340,128
4019,1340,87
4020,1340,46
4021,1341,32
4022,1341,109
4023,1341,53
4024,1342,140
4025,1342,58
4026,1342,1
4027,1343,47
4028,1343,68
4029,1343,125
4030,1344,17
4031,1344,94
4032,1344,79
4033,1345,128
4034,1345,3
4035,1345,95
4036,1346,14
4037,1346,61
4038,1346,125
4039,1347,30
4040,1347,16
4041,1347,33
4042,1348,6
4043,1348,67
4044,1348,104
4045,1349,77
4046,1349,76
4047,1349,10
4048,1350,27
4049,1350,122
4050,1350,3
4051,1351,74
4052,1351,80
4053,1351,60
4054,1352,128
4055,1352,62
4056,1352,43
4057,1353,34
4058,1353,7
4059,1353,70
4060,1354,40
4061,1354,100
4062,1354,1
4063,1355,142
4064,1355,6
4065,1355,75
4066,1356,117
4067,1356,72
4068,1356,50
4069,1357,39
4070,1357,125
4071,1357,125
4072,1358,12
4073,1358,18
4074,1358,87
4075,1359,135
4076,1359,121
4077,1359,57
4078,1360,31
4079,1360,14
4080,1360,81
4081,1361,94
4082,1361,75
4083,1361,20
4084,1362,17
4085,1362,79
4086,1362,35
4087,1363,50
4088,1363,113
4089,1363,56
4090,1364,72
4091,1364,39
4092,1364,122
4093,1365,61
4094,1365,39
4095,1365,107
4096,1366,27
4097,1366,93
4098,1366,95
4099,1367,105
4100,1367,1
4101,1367,83
4102,1368,51
4103,1368,75
4104,1368,50
4105,1369,44
4106,1369,86
4107,1369,11
4108,1370,91
4109,1370,54
4110,1370,78
4111,1371,59
4112,1371,117
4113,1371,63
4114,1372,110
4115,1372,100
4116,1372,126
4117,1373,41
4118,1373,143
4119,1373,45
4120,1374,110
4121,1374,59
4122,1374,116
4123,1375,67
4124,1375,11
4125,1375,134
4126,1376,58
4127,1376,8
4128,1376,76
4129,1377,88
4130,1377,16
4131,1377,2
4132,1378,68
4133,1378,139
4134,1378,28
4135,1379,28
4136,1379,71
4137,1379,14
4138,1380,146
4139,1380,7
4140,1380,140
4141,1381,109
4142,1381,69
4143,1381,41
4144,1382,120
4145,1382,12
4146,1382,113
4147,1383,29
4148,1383,16
4149,1383,57
4150,1384,59
4151,1384,94
4152,1384,70
4153,1385,44
4154,1385,44
4155,1385,96
4156,1386,131
4157,1386,71
4158,1386,39
4159,1387,28
4160,1387,94
4161,1387,48
4162,1388,145
4163,1388,76
4164,1388,9
4165,1389,137
4166,1389,107
4167,1389,48
4168,1390,44
4169,1390,6
4170,1390,129
4171,1391,134
4172,1391,144
4173,1391,144
4174,1392,132
4175,1392,21
4176,1392,93
4177,1393,84
4178,1393,17
4179,1393,118
4180,1394,25
4181,1394,24
4182,1394,10
4183,1395,146
4184,1395,11
4185,1395,129
4186,1396,71
4187,1396,96
4188,1396,139
4189,1397,47
4190,1397,88
4191,1397,105
4192,1398,15
4193,1398,137
4194,1398,124
4195,1399,88
4196,1399,44
4197,1399,102
4198,1400,79
4199,1400,82
4200,1400,97
4201,1401,15
4202,1401,65
4203,1401,38
4204,1402,36
4205,1402,136
4206,1402,115
4207,1403,95
4208,1403,128
4209,1403,113
4210,1404,51
4211,1404,136
4212,1404,84
4213,1405,133
4214,1405,140
4215,1405,133
4216,1406,10
4217,1406,40
4218,1406,18
4219,1407,94
4220,1407,68
4221,1407,40
4222,1408,11
4223,1408,129
4224,1408,85
4225,1409,136
4226,1409,87
4227,1409,126
4228,1410,118
4229,1410,94
4230,1410,25
4231,1411,47
4232,1411,31
4233,1411,1
4234,1412,136
4235,1412,61
4236,1412,36
4237,1413,52
4238,1413,51
4239,1413,129
4240,1414,24
4241,1414,141
4242,1414,63
4243,1415,114
4244,1415,26
4245,1415,29
4246,1416,23
4247,1416,145
4248,1416,111
4249,1417,43
4250,1417,46
4251,1417,107
4252,1418,137
4253,1418,55
4254,1418,66
4255,1419,13
4256,1419,86
4257,1419,80
4258,1420,88
4259,1420,121
4260,1420,21
4261,1421,59
4262,1421,114
4263,1421,95
4264,1422,5
4265,1422,105
4266,1422,142
4267,1423,97
4268,1423,118
4269,1423,131
4270,1424,40
4271,1424,13
4272,1424,140
4273,1425,25
4274,1425,46
4275,1425,66
4276,1426,74
4277,1426,115
4278,1426,108
4279,1427,130
4280,1427,110
4281,1427,124
4282,1428,83
4283,1428,94
4284,1428,17
4285,1429,75
4286,1429,2
4287,1429,39
4288,1430,47
4289,1430,122
4290,1430,126
4291,1431,25
4292,1431,6
4293,1431,12
4294,1432,34
4295,1432,27
4296,1432,95
4297,1433,16
4298,1433,102
4299,1433,46
4300,1434,27
4301,1434,68
4302,1434,68
4303,1435,102
4304,1435,37
4305,1435,11
4306,1436,38
4307,1436,95
4308,1436,5
4309,1437,31
4310,1437,36
4311,1437,124
4312,1438,25
4313,1438,66
4314,1438,66
4315,1439,75
4316,1439,77
4317,1439,143
4318,1440,18
4319,1440,74
4320,1440,81
4321,1441,91
4322,1441,43
4323,1441,93
4324,1442,67
4325,1442,103
4326,1442,111
4327,1443,97
4328,1443,3
4329,1443,137
4330,1444,94
4331,1444,120
4332,1444,122
4333,1445,101
4334,1445,26
4335,1445,49
4336,1446,87
4337,1446,73
4338,1446,90
4339,1447,102
4340,1447,69
4341,1447,64
4342,1448,126
4343,1448,124
4344,1448,27
4345,1449,115
4346,1449,126
4347,1449,85
4348,1450,37
4349,1450,143
4350,1450,106
4351,1451,13
4352,1451,5
4353,1451,56
4354,1452,57
4355,1452,145
4356,1452,113
4357,1453,74
4358,1453,93
4359,1453,45
4360,1454,43
4361,1454,137
4362,1454,58
4363,1455,135
4364,1455,116
4365,1455,11
4366,1456,98
4367,1456,67
4368,1456,33
4369,1457,27
4370,1457,31
4371,1457,97
4372,1458,130
4373,1458,112
4374,1458,41
4375,1459,75
4376,1459,96
4377,1459,32
4378,1460,56
4379,1460,55
4380,1460,52
4381,1461,134
4382,1461,97
4383,1461,128
4384,1462,92
4385,1462,36
4386,1462,25
4387,1463,109
4388,1463,103
4389,1463,80
4390,1464,39
4391,1464,10
4392,1464,143
4393,1465,144
4394,1465,119
4395,1465,56
4396,1466,38
4397,1466,139
4398,1466,69
4399,1467,105
4400,1467,85
4401,1467,113
4402,1468,21
4403,1468,105
4404,1468,122
4405,1469,80
4406,1469,57
4407,1469,22
4408,1470,31
4409,1470,65
4410,1470,22
4411,1471,73
4412,1471,92
4413,1471,65
4414,1472,145
4415,1472,103
4416,1472,93
4417,1473,33
4418,1473,77
4419,1473,113
4420,1474,29
4421,1474,121
4422,1474,132
4423,1475,4
4424,1475,108
4425,1475,61
4426,1476,12
4427,1476,50
4428,1476,20
4429,1477,7
4430,1477,133
4431,1477,27
4432,1478,37
4433,1478,23
4434,1478,45
4435,1479,76
4436,1479,34
4437,1479,105
4438,1480,5
4439,1480,37
4440,1480,96
4441,1481,70
4442,1481,59
4443,1481,66
4444,1482,18
4445,1482,12
4446,1482,138
4447,1483,38
4448,1483,48
4449,1483,53
4450,1484,95
4451,1484,95
4452,1484,128
4453,1485,102
4454,1485,48
4455,1485,27
4456,1486,61
4457,1486,118
4458,1486,86
4459,1487,114
4460,1487,36
4461,1487,49
4462,1488,7
4463,1488,107
4464,1488,74
4465,1489,7
4466,1489,23
4467,1489,3
4468,1490,111
4469,1490,125
4470,1490,117
4471,1491,107
4472,1491,42
4473,1491,79
4474,1492,4
4475,1492,36
4476,1492,71
4477,1493,51
4478,1493,95
4479,1493,5
4480,1494,124
4481,1494,37
4482,1494,66
4483,1495,31
4484,1495,46
4485,1495,10
4486,1496,41
4487,1496,59
4488,1496,113
4489,1497,67
4490,1497,106
4491,1497,23
4492,1498,132
4493,1498,61
4494,1498,99
4495,1499,121
4496,1499,10
4497,1499,16
4498,1500,128
4499,1500,22
4500,1500,140
4501,1501,35
4502,1501,81
4503,1501,91
4504,1502,93
4505,1502,75
4506,1502,89
4507,1503,146
4508,1503,137
4509,1503,98
4510,1504,19
4511,1504,59
4512,1504,61
4513,1505,94
4514,1505,34
4515,1505,75
4516,1506,104
4517,1506,65
4518,1506,16
4519,1507,119
4520,1507,30
4521,1507,51
4522,1508,78
4523,1508,82
4524,1508,137
4525,1509,107
4526,1509,36
4527,1509,18
4528,1510,100
4529,1510,14
4530,1510,43
4531,1511,128
4532,1511,5
4533,1511,58
4534,1512,104
4535,1512,75
4536,1512,127
4537,1513,102
4538,1513,97
4539,1513,111
4540,1514,116
4541,1514,46
4542,1514,126
4543,1515,136
4544,1515,7
4545,1515,40
4546,1516,36
4547,1516,66
4548,1516,1
4549,1517,44
4550,1517,63
4551,1517,74
4552,1518,137
4553,1518,127
4554,1518,79
4555,1519,54
4556,1519,27
4557,1519,16
4558,1520,80
4559,1520,100
4560,1520,98
4561,1521,47
4562,1521,26
4563,1521,47
4564,1522,85
4565,1522,97
4566,1522,61
4567,1523,118
4568,1523,33
4569,1523,99
4570,1524,139
4571,1524,103
4572,1524,129
4573,1525,47
4574,1525,133
4575,1525,24
4576,1526,82
4577,1526,16
4578,1526,76
4579,1527,104
4580,1527,142
4581,1527,123
4582,1528,75
4583,1528,102
4584,1528,24
4585,1529,34
4586,1529,73
4587,1529,104
4588,1530,10
4589,1530,91
4590,1530,43
4591,1531,10
4592,1531,46
4593,1531,58
4594,1532,122
4595,1532,66
4596,1532,33
4597,1533,141
4598,1533,138
4599,1533,55
4600,1534,54
4601,1534,103
4602,1534,42
4603,1535,95
4604,1535,47
4605,1535,28
4606,1536,43
4607,1536,19
4608,1536,33
4609,1537,4
4610,1537,31
4611,1537,72
4612,1538,112
4613,1538,91
4614,1538,55
4615,1539,106
4616,1539,139
4617,1539,33
4618,1540,14
4619,1540,20
4620,1540,53
4621,1541,104
4622,1541,76
4623,1541,139
4624,1542,109
4625,1542,65
4626,1542,118
4627,1543,105
4628,1543,96
4629,1543,70
4630,1544,91
4631,1544,119
4632,1544,26
4633,1545,107
4634,1545,132
4635,1545,11
4636,1546,145
4637,1546,117
4638,1546,52
4639,1547,17
4640,1547,80
4641,1547,21
4642,1548,43
4643,1548,126
4644,1548,50
4645,1549,30
4646,1549,78
4647,1549,142
4648,1550,29
4649,1550,68
4650,1550,32
4651,1551,1
4652,1551,78
4653,1551,9
4654,1552,132
4655,1552,51
4656,1552,143
4657,1553,23
4658,1553,116
4659,1553,13
4660,1554,51
4661,1554,16
4662,1554,106
4663,1555,11
4664,1555,15
4665,1555,7
4666,1556,103
4667,1556,59
4668,1556,124
4669,1557,125
4670,1557,4
4671,1557,79
4672,1558,121
4673,1558,87
4674,1558,58
4675,1559,82
4676,1559,27
4677,1559,136
4678,1560,97
4679,1560,1
4680,1560,40
4681,1561,142
4682,1561,62
4683,1561,9
4684,1562,4
4685,1562,123
4686,1562,9
4687,1563,88
4688,1563,31
4689,1563,89
4690,1564,117
4691,1564,103
4692,1564,141
4693,1565,45
4694,1565,1
4695,1565,3
4696,1566,50
4697,1566,115
4698,1566,77
4699,1567,105
4700,1567,92
4701,1567,37
4702,1568,42
4703,1568,48
4704,1568,16
4705,1569,133
4706,1569,33
4707,1569,70
4708,1570,54
4709,1570,132
4710,1570,119
4711,1571,90
4712,1571,114
4713,1571,40
4714,1572,67
4715,1572,137
4716,1572,86
4717,1573,63
4718,1573,87
4719,1573,132
4720,1574,30
4721,1574,77
4722,1574,103
4723,1575,112
4724,1575,10
4725,1575,52
4726,1576,143
4727,1576,135
4728,1576,45
4729,1577,46
4730,1577,82
4731,1577,37
4732,1578,17
4733,1578,93
4734,1578,16
4735,1579,35
4736,1579,81
4737,1579,146
4738,1580,1
4739,1580,35
4740,1580,12
4741,1581,90
4742,1581,142
4743,1581,108
4744,1582,13
4745,1582,86
4746,1582,58
4747,1583,95
4748,1583,64
4749,1583,111
4750,1584,73
4751,1584,104
4752,1584,61
4753,1585,50
4754,1585,113
4755,1585,51
4756,1586,36
4757,1586,89
4758,1586,133
4759,1587,45
4760,1587,45
4761,1587,84
4762,1588,92
4763,1588,68
4764,1588,13
4765,1589,17
4766,1589,53
4767,1589,1
4768,1590,31
4769,1590,40
4770,1590,45
4771,1591,48
4772,1591,102
4773,1591,146
4774,1592,117
4775,1592,141
4776,1592,41
4777,1593,128
4778,1593,45
4779,1593,82
4780,1594,30
4781,1594,132
4782,1594,71
4783,1595,133
4784,1595,111
4785,1595,39
4786,1596,34
4787,1596,108
4788,1596,100
4789,1597,75
4790,1597,4
4791,1597,12
4792,1598,112
4793,1598,31
4794,1598,18
4795,1599,3
4796,1599,50
4797,1599,123
4798,1600,116
4799,1600,6
4800,1600,53
4801,1601,9
4802,1601,31
4803,1601,56
4804,1602,76
4805,1602,10
4806,1602,8
4807,1603,66
4808,1603,75
4809,1603,122
4810,1604,7
4811,1604,94
4812,1604,113
4813,1605,70
4814,1605,8
4815,1605,128
4816,1606,124
4817,1606,50
4818,1606,104
4819,1607,70
4820,1607,139
4821,1607,144
4822,1608,46
4823,1608,146
4824,1608,116
4825,1609,143
4826,1609,101
4827,1609,138
4828,1610,32
4829,1610,38
4830,1610,123
4831,1611,105
4832,1611,138
4833,1611,7
4834,1612,68
4835,1612,53
4836,1612,69
4837,1613,54
4838,1613,59
4839,1613,109
4840,1614,23
4841,1614,116
4842,1614,58
4843,1615,14
4844,1615,50
4845,1615,11
4846,1616,134
4847,1616,77
4848,1616,104
4849,1617,18
4850,1617,34
4851,1617,10
4852,1618,93
4853,1618,12
4854,1618,143
4855,1619,87
4856,1619,146
4857,1619,106
4858,1620,83
4859,1620,83
4860,1620,89
4861,1621,30
4862,1621,34
4863,1621,142
4864,1622,71
4865,1622,22
4866,1622,48
4867,1623,36
4868,1623,121
4869,1623,5
4870,1624,106
4871,1624,120
4872,1624,69
4873,1625,5
4874,1625,65
4875,1625,135
4876,1626,59
4877,1626,72
4878,1626,24
4879,1627,95
4880,1627,113
4881,1627,30
4882,1628,104
4883,1628,59
4884,1628,53
4885,1629,55
4886,1629,61
4887,1629,61
4888,1630,76
4889,1630,44
4890,1630,12
4891,1631,60
4892,1631,25
4893,1631,100
4894,1632,110
4895,1632,50
4896,1632,56
4897,1633,81
4898,1633,68
4899,1633,100
4900,1634,130
4901,1634,16
4902,1634,28
4903,1635,84
4904,1635,113
4905,1635,143
4906,1636,125
4907,1636,17
4908,1636,83
4909,1637,117
4910,1637,56
4911,1637,55
4912,1638,23
4913,1638,146
4914,1638,17
4915,1639,86
4916,1639,121
4917,1639,21
4918,1640,71
4919,1640,3
4920,1640,91
4921,1641,84
4922,1641,134
4923,1641,116
4924,1642,99
4925,1642,82
4926,1642,63
4927,1643,64
4928,1643,6
4929,1643,118
4930,1644,9
4931,1644,52
4932,1644,26
4933,1645,90
4934,1645,72
4935,1645,118
4936,1646,83
4937,1646,39
4938,1646,96
4939,1647,58
4940,1647,32
4941,1647,36
4942,1648,46
4943,1648,77
4944,1648,91
4945,1649,87
4946,1649,99
4947,1649,142
4948,1650,5
4949,1650,98
4950,1650,110
4951,1651,61
4952,1651,3
4953,1651,131
4954,1652,134
4955,1652,142
4956,1652,110
4957,1653,18
4958,1653,130
4959,1653,15
4960,1654,74
4961,1654,89
4962,1654,140
4963,1655,57
4964,1655,61
4965,1655,38
4966,1656,81
4967,1656,100
4968,1656,123
4969,1657,94
4970,1657,115
4971,1657,13
4972,1658,138
4973,1658,128
4974,1658,126
4975,1659,46
4976,1659,33
4977,1659,83
4978,1660,108
4979,1660,87
4980,1660,102
4981,1661,122
4982,1661,140
4983,1661,72
4984,1662,38
4985,1662,120
4986,1662,63
4987,1663,64
4988,1663,15
4989,1663,42
4990,1664,73
4991,1664,81
4992,1664,19
4993,1665,28
4994,1665,49
4995,1665,127
4996,1666,140
4997,1666,24
4998,1666,143
4999,1667,94
5000,1667,22
5001,1667,140
5002,1668,67
5003,1668,110
5004,1668,125
5005,1669,22
5006,1669,82
5007,1669,37
5008,1670,118
5009,1670,134
5010,1670,9
5011,1671,144
5012,1671,8
5013,1671,133
5014,1672,59
5015,1672,20
5016,1672,72
5017,1673,76
5018,1673,17
5019,1673,78
5020,1674,17
5021,1674,104
5022,1674,2
5023,1675,127
5024,1675,41
5025,1675,115
5026,1676,134
5027,1676,66
5028,1676,45
5029,1677,91
5030,1677,9
5031,1677,123
5032,1678,127
5033,1678,39
5034,1678,109
5035,1679,102
5036,1679,119
5037,1679,6
5038,1680,78
5039,1680,74
5040,1680,146
5041,1681,29
5042,1681,83
5043,1681,44
5044,1682,144
5045,1682,105
5046,1682,94
5047,1683,50
5048,1683,41
5049,1683,27
5050,1684,62
5051,1684,39
5052,1684,66
5053,1685,1
5054,1685,89
5055,1685,88
5056,1686,86
5057,1686,45
5058,1686,122
5059,1687,47
5060,1687,102
5061,1687,48
5062,1688,128
5063,1688,40
5064,1688,49
5065,1689,71
5066,1689,134
5067,1689,17
5068,1690,4
5069,1690,55
5070,1690,33
5071,1691,84
5072,1691,48
5073,1691,60
5074,1692,28
5075,1692,1
5076,1692,98
5077,1693,48
5078,1693,22
5079,1693,134
5080,1694,82
5081,1694,7
5082,1694,141
5083,1695,145
5084,1695,83
5085,1695,112
5086,1696,119
5087,1696,105
5088,1696,34
5089,1697,83
5090,1697,78
5091,1697,29
5092,1698,88
5093,1698,59
5094,1698,142
5095,1699,138
5096,1699,92
5097,1699,67
5098,1700,27
5099,1700,131
5100,1700,74
5101,1701,113
5102,1701,97
5103,1701,96
5104,1702,41
5105,1702,91
5106,1702,19
5107,1703,104
5108,1703,23
5109,1703,103
5110,1704,76
5111,1704,101
5112,1704,144
5113,1705,27
5114,1705,54
5115,1705,62
5116,1706,142
5117,1706,63
5118,1706,109
5119,1707,67
5120,1707,85
5121,1707,78
5122,1708,3
5123,1708,143
5124,1708,64
5125,1709,72
5126,1709,53
5127,1709,143
5128,1710,123
5129,1710,37
5130,1710,79
5131,1711,47
5132,1711,120
5133,1711,57
5134,1712,121
5135,1712,64
5136,1712,51
5137,1713,55
5138,1713,60
5139,1713,21
5140,1714,127
5141,1714,13
5142,1714,83
5143,1715,85
5144,1715,22
5145,1715,47
5146,1716,105
5147,1716,142
5148,1716,36
5149,1717,70
5150,1717,30
5151,1717,68
5152,1718,45
5153,1718,136
5154,1718,138
5155,1719,33
5156,1719,60
5157,1719,81
5158,1720,41
5159,1720,24
5160,1720,120
5161,1721,78
5162,1721,67
5163,1721,108
5164,1722,102
5165,1722,114
5166,1722,53
5167,1723,117
5168,1723,81
5169,1723,117
5170,1724,38
5171,1724,123
5172,1724,101
5173,1725,8
5174,1725,17
5175,1725,44
5176,1726,108
5177,1726,26
5178,1726,31
5179,1727,111
5180,1727,81
5181,1727,5
5182,1728,67
5183,1728,59
5184,1728,122
5185,1729,88
5186,1729,96
5187,1729,123
5188,1730,96
5189,1730,57
5190,1730,134
5191,1731,25
5192,1731,38
5193,1731,139
5194,1732,75
5195,1732,7
5196,1732,12
5197,1733,61
5198,1733,140
5199,1733,73
5200,1734,73
5201,1734,89
5202,1734,84
5203,1735,92
5204,1735,20
5205,1735,14
5206,1736,7
5207,1736,143
5208,1736,119
5209,1737,117
5210,1737,110
5211,1737,138
5212,1738,4
5213,1738,47
5214,1738,36
5215,1739,143
5216,1739,64
5217,1739,107
5218,1740,129
5219,1740,18
5220,1740,56
5221,1741,110
5222,1741,70
5223,1741,120
5224,1742,39
5225,1742,36
5226,1742,28
5227,1743,102
5228,1743,77
5229,1743,37
5230,1744,42
5231,1744,64
5232,1744,145
5233,1745,136
5234,1745,12
5235,1745,61
5236,1746,48
5237,1746,88
5238,1746,73
5239,1747,75
5240,1747,12
5241,1747,30
5242,1748,65
5243,1748,133
5244,1748,66
5245,1749,125
5246,1749,139
5247,1749,69
5248,1750,117
5249,1750,61
5250,1750,98
5251,1751,45
5252,1751,122
5253,1751,95
5254,1752,90
5255,1752,95
5256,1752,62
5257,1753,31
5258,1753,129
5259,1753,19
5260,1754,111
5261,1754,133
5262,1754,101
5263,1755,86
5264,1755,29
5265,1755,107
5266,1756,25
5267,1756,62
5268,1756,88
5269,1757,100
5270,1757,139
5271,1757,124
5272,1758,74
5273,1758,61
5274,1758,76
5275,1759,44
5276,1759,25
5277,1759,25
5278,1760,23
5279,1760,76
5280,1760,109
5281,1761,87
5282,1761,12
5283,1761,142
5284,1762,99
5285,1762,146
5286,1762,105
5287,1763,13
5288,1763,139
5289,1763,137
5290,1764,125
5291,1764,119
5292,1764,25
5293,1765,130
5294,1765,120
5295,1765,26
5296,1766,43
5297,1766,123
5298,1766,104
5299,1767,86
5300,1767,51
5301,1767,143
5302,1768,62
5303,1768,27
5304,1768,25
5305,1769,19
5306,1769,40
5307,1769,26
5308,1770,118
5309,1770,90
5310,1770,103
5311,1771,15
5312,1771,90
5313,1771,102
5314,1772,64
5315,1772,101
5316,1772,27
5317,1773,99
5318,1773,31
5319,1773,142
5320,1774,142
5321,1774,88
5322,1774,108
5323,1775,57
5324,1775,141
5325,1775,82
5326,1776,131
5327,1776,115
5328,1776,138
5329,1777,141
5330,1777,139
5331,1777,122
5332,1778,69
5333,1778,42
5334,1778,141
5335,1779,38
5336,1779,18
5337,1779,99
5338,1780,22
5339,1780,16
5340,1780,85
5341,1781,18
5342,1781,96
5343,1781,37
5344,1782,23
5345,1782,30
5346,1782,98
5347,1783,81
5348,1783,61
5349,1783,28
5350,1784,3
5351,1784,42
5352,1784,38
5353,1785,104
5354,1785,125
5355,1785,10
5356,1786,126
5357,1786,115
5358,1786,61
5359,1787,77
5360,1787,135
5361,1787,107
5362,1788,34
5363,1788,35
5364,1788,31
5365,1789,11
5366,1789,118
5367,1789,14
5368,1790,38
5369,1790,6
5370,1790,99
5371,1791,95
5372,1791,143
5373,1791,101
5374,1792,139
5375,1792,106
5376,1792,52
5377,1793,11
5378,1793,87
5379,1793,40
5380,1794,138
5381,1794,27
5382,1794,133
5383,1795,117
5384,1795,94
5385,1795,101
5386,1796,112
5387,1796,79
5388,1796,11
5389,1797,136
5390,1797,70
5391,1797,62
5392,1798,113
5393,1798,74
5394,1798,57
5395,1799,52
5396,1799,94
5397,1799,96
5398,1800,101
5399,1800,27
5400,1800,76
5401,1801,108
5402,1801,54
5403,1801,20
5404,1802,36
5405,1802,38
5406,1802,99
5407,1803,143
5408,1803,30
5409,1803,134
5410,1804,146
5411,1804,34
5412,1804,97
5413,1805,32
5414,1805,136
5415,1805,26
5416,1806,40
5417,1806,138
5418,1806,130
5419,1807,99
5420,1807,23
5421,1807,85
5422,1808,43
5423,1808,139
5424,1808,71
5425,1809,44
5426,1809,44
5427,1809,5
5428,1810,119
5429,1810,40
5430,1810,81
5431,1811,94
5432,1811,142
5433,1811,146
5434,1812,128
5435,1812,11
5436,1812,8
5437,1813,33
5438,1813,15
5439,1813,79
5440,1814,58
5441,1814,28
5442,1814,18
5443,1815,55
5444,1815,100
5445,1815,77
5446,1816,43
5447,1816,64
5448,1816,31
5449,1817,22
5450,1817,83
5451,1817,2
5452,1818,123
5453,1818,76
5454,1818,72
5455,1819,133
5456,1819,65
5457,1819,2
5458,1820,10
5459,1820,46
5460,1820,20
5461,1821,107
5462,1821,125
5463,1821,82
5464,1822,120
5465,1822,26
5466,1822,47
5467,1823,62
5468,1823,16
5469,1823,52
5470,1824,77
5471,1824,60
5472,1824,53
5473,1825,25
5474,1825,64
5475,1825,112
5476,1826,52
5477,1826,75
5478,1826,18
5479,1827,72
5480,1827,114
5481,1827,38
5482,1828,135
5483,1828,122
5484,1828,13
5485,1829,54
5486,1829,21
5487,1829,19
5488,1830,92
5489,1830,67
5490,1830,1
5491,1831,81
5492,1831,47
5493,1831,18
5494,1832,48
5495,1832,64
5496,1832,62
5497,1833,69
5498,1833,119
5499,1833,3
5500,1834,142
5501,1834,117
5502,1834,57
5503,1835,48
5504,1835,92
5505,1835,87
5506,1836,16
